mes,xmlns:xsi,xsi:noNamespaceSchemaLocation,dia,Dia,Hora,Dir.Med._a_2200cm,Humedad._a_110cm,Irradia.._a_260cm,Nivel2._a_450cm,Precip.._a_150cm,Presion._a_150cm,Sig.Dir._a_2200cm,Sig.Vel._a_2200cm,Tem.Aire._a_110cm,Vel.Max._a_2200cm,Vel.Med._a_2200cm
,,,,9/04/2024,23:30,177,88.1,1.17,-1.45,0,1033.24,13.45,0.23,9.92,2.16,1.36
,,,,9/04/2024,23:40,164.8,87.2,1.17,-1.33,0,1033.11,14.49,0.54,10.06,3.04,1.51
,,,,9/04/2024,23:50,177.1,87.6,1.08,-1.2,0,1033.14,18.65,0.26,10.02,2.25,1.62
,,,,10/04/2024,0:00,167.2,88.2,1.05,-1.08,0,1033.07,18.81,0.33,9.96,2.25,1.55
,,,,10/04/2024,0:10,155.6,86.8,1.06,-0.88,0,1032.93,8.89,0.35,10.11,3.53,2.55
,,,,10/04/2024,0:20,151.6,84.4,0.99,-0.7,0,1032.89,7.77,0.29,10.53,3.82,2.83
,,,,10/04/2024,0:30,140.8,82.7,1.1,-0.53,0,1032.8,6.28,0.34,10.94,4.02,3.16
,,,,10/04/2024,0:40,158.7,82.8,0.82,-0.37,0,1032.7,24.31,0.73,10.74,3.63,2
,,,,10/04/2024,0:50,180.2,87.3,0.42,-0.13,0,1032.69,13.74,0.34,9.97,2.55,1.63
,,,,10/04/2024,1:00,178.3,88.1,0.48,0.07,0,1032.77,9.93,0.39,9.73,3.53,2.13
,,,,10/04/2024,1:10,149.9,87.1,0.55,0.22,0,1032.65,13.05,0.68,9.86,3.82,2.72
,,,,10/04/2024,1:20,145,83.4,0.92,0.41,0,1032.64,10.82,0.42,10.32,3.92,2.56
,,,,10/04/2024,1:30,143.2,84.8,0.44,0.62,0,1032.61,7.77,0.4,10.24,4.02,2.82
,,,,10/04/2024,1:40,141.1,85.2,0.41,0.82,0,1032.55,6,0.45,10.36,5.39,3.97
,,,,10/04/2024,1:50,141.8,85.2,0.41,1,0,1032.5,7.38,0.36,10.26,5.29,3.93
,,,,10/04/2024,2:00,150.4,84.9,0.41,1.19,0,1032.48,6.91,0.37,10.14,5.1,3.72
,,,,10/04/2024,2:10,152.1,84.3,0.42,1.38,0,1032.43,7.85,0.48,10,4.41,3.38
,,,,10/04/2024,2:20,152.2,85.4,0.42,1.56,0,1032.39,10.47,0.55,9.74,4.51,3.03
,,,,10/04/2024,2:30,153.5,88.4,0.42,1.73,0,1032.33,13.5,0.55,9.24,4.31,2.82
,,,,10/04/2024,2:40,144.7,88.8,0.43,1.88,0,1032.3,7.16,0.53,9.36,5.1,3.6
,,,,10/04/2024,2:50,151.1,88.3,0.42,2.04,0,1032.18,9.72,0.85,9.33,5.68,3.69
,,,,10/04/2024,3:00,148,87.8,0.42,2.17,0,1031.96,6.64,0.46,9.37,5.78,4.44
,,,,10/04/2024,3:10,137.7,88.7,0.43,2.28,0,1031.84,9.73,0.6,9.45,5.1,3.43
,,,,10/04/2024,3:20,132.2,89.1,0.44,2.4,0,1031.8,11.1,0.53,9.53,4.21,2.9
,,,,10/04/2024,3:30,131.3,88.7,0.45,2.49,0,1031.84,10.25,0.58,9.37,4.7,3.19
,,,,10/04/2024,3:40,141.9,90,0.46,2.57,0,1031.97,9.33,0.84,9.18,6.08,3.75
,,,,10/04/2024,3:50,148.8,90.4,0.46,2.63,0,1031.95,7.61,0.57,9.01,5,3.33
,,,,10/04/2024,4:00,142.2,92.3,0.48,2.69,0,1031.94,4.71,0.42,9.13,4.8,3.88
,,,,10/04/2024,4:10,136.3,91.5,0.48,2.7,0,1031.97,7.96,0.5,9.19,4.9,3.42
,,,,10/04/2024,4:20,130.3,89.7,0.48,2.71,0,1032.08,11.01,0.66,9.07,5,3.48
,,,,10/04/2024,4:30,123.4,89.8,0.48,2.72,0,1032.14,10.82,0.62,8.91,4.41,2.87
,,,,10/04/2024,4:40,139.1,92,0.48,2.7,0,1032.25,6.78,0.48,8.88,5.78,3.83
,,,,10/04/2024,4:50,131.1,91.8,0.48,2.67,0,1032.32,10.57,0.77,8.8,5.19,3.51
,,,,10/04/2024,5:00,136.4,92.1,0.48,2.61,0,1032.43,13.01,1.09,8.84,5.39,3.5
,,,,10/04/2024,5:10,138.2,92.7,0.48,2.54,0,1032.37,8.33,0.59,8.88,5.39,3.81
,,,,10/04/2024,5:20,141.5,93.1,0.48,2.49,0,1032.39,6.07,0.49,8.86,5.49,4.34
,,,,10/04/2024,5:30,141,92.6,0.96,2.4,0,1032.48,5.26,0.48,8.83,5.39,4.37
,,,,10/04/2024,5:40,141.3,92.6,3.18,2.27,0,1032.63,8.04,0.52,8.61,5,3.73
,,,,10/04/2024,5:50,142.7,93.2,8.47,2.18,0,1032.58,5.63,0.46,8.48,5.39,4.18
,,,,10/04/2024,6:00,139.3,92.9,15.14,2.07,0,1032.48,10.94,0.49,8.42,4.61,3.33
,,,,10/04/2024,6:10,141.6,93.7,22.03,1.9,0,1032.44,9.76,0.75,8.38,5.88,4.03
,,,,10/04/2024,6:20,142.3,93.3,28.83,1.75,0,1032.5,6,1.06,8.37,8.13,5.04
,,,,10/04/2024,6:30,134.2,92.3,35.32,1.63,0,1032.62,12.14,0.66,8.36,4.41,2.8
,,,,10/04/2024,6:40,140.6,90.6,83,1.45,0,1032.59,8.11,0.56,8.48,5.49,3.57
,,,,10/04/2024,6:50,125.9,87.7,143.1,1.24,0,1032.61,12.8,0.72,8.76,5,3.24
,,,,10/04/2024,7:00,127.8,85.9,173.2,1.06,0,1032.65,13.09,0.95,9.02,5.59,3.12
,,,,10/04/2024,7:10,146.5,85.1,204,0.89,0,1032.69,9.62,0.93,9.22,5.88,3.69
,,,,10/04/2024,7:20,129.9,84.3,234.6,0.68,0,1032.76,16.43,0.58,9.42,4.21,2.61
,,,,10/04/2024,7:30,135.4,83.4,268.4,0.48,0,1032.68,12.93,0.62,9.69,4.21,2.95
,,,,10/04/2024,7:40,137.5,81.4,301.5,0.29,0,1032.57,12.05,0.5,9.94,4.41,3
,,,,10/04/2024,7:50,130.3,79.27,333.6,0.08,0,1032.55,14.7,0.64,10.07,5.1,2.85
,,,,10/04/2024,8:00,116.8,77.55,365.5,-0.13,0,1032.54,18.27,0.52,10.36,4.41,2.77
,,,,10/04/2024,8:10,121.4,76.19,399.1,-0.31,0,1032.5,12.24,0.68,10.63,5.1,3.4
,,,,10/04/2024,8:20,126.4,75.36,430.2,-0.49,0,1032.47,14.39,0.63,10.92,4.41,2.7
,,,,10/04/2024,8:30,134,73.82,472.9,-0.69,0,1032.57,13.81,0.56,11.33,4.51,2.66
,,,,10/04/2024,8:40,128.5,72.7,527.1,-0.89,0,1032.56,15.75,0.55,11.73,4.02,2.43
,,,,10/04/2024,8:50,129.3,70.6,574.1,-1.05,0,1032.73,17.22,0.52,12.17,3.43,1.73
,,,,10/04/2024,9:00,145,67.56,530.8,-1.2,0,1032.91,17.78,0.58,12.64,2.35,1.36
,,,,10/04/2024,9:10,144.6,65.33,606.8,-1.32,0,1032.98,6.43,0.45,13.05,2.16,0.97
,,,,10/04/2024,9:20,148.2,60.35,671.7,-1.49,0,1032.93,0.14,0.24,13.67,0.98,0.43
,,,,10/04/2024,9:30,148.2,55.54,634.5,-1.59,0,1032.82,0.16,0.11,14.28,0.88,0.57
,,,,10/04/2024,9:40,154.6,53.16,621.9,-1.6,0,1032.72,10.74,0.38,14.75,1.76,0.72
,,,,10/04/2024,9:50,175.1,52.5,645.7,-1.6,0,1032.78,0.07,0.26,15.13,0.78,0.3
,,,,10/04/2024,10:00,225.4,51.26,800,-1.6,0,1032.76,17.67,0.34,15.31,1.86,1.07
,,,,10/04/2024,10:10,286.2,51.47,716.2,-1.6,0,1032.65,27.6,0.49,15.8,2.06,0.94
,,,,10/04/2024,10:20,323.7,51.94,731.4,-1.6,0,1032.55,12.69,0.39,16.04,3.23,2.08
,,,,10/04/2024,10:30,318.1,50.46,763.3,-1.6,0,1032.57,14.34,0.54,16.02,3.63,1.96
,,,,10/04/2024,10:40,313.9,50.98,772.1,-1.6,0,1032.53,16.45,0.47,16.23,2.84,1.76
,,,,10/04/2024,10:50,319.8,50.6,788,-1.6,0,1032.46,11.94,0.79,16.54,4.51,2.62
,,,,10/04/2024,11:00,323.7,51.09,809,-1.6,0,1032.44,12.23,0.47,16.25,3.43,2.24
,,,,10/04/2024,11:10,324.6,50.08,823,-1.6,0,1032.31,18.94,0.65,16.31,3.63,2.03
,,,,10/04/2024,11:20,303.5,49.59,840,-1.6,0,1032.28,21.29,0.84,16.87,4.51,1.98
,,,,10/04/2024,11:30,318.7,50.86,861,-1.6,0,1032.09,15.21,0.67,16.97,4.31,2.71
,,,,10/04/2024,11:40,317,49.53,860,-1.56,0,1032.02,20.09,1.14,16.82,5.1,2.34
,,,,10/04/2024,11:50,311.1,48.59,861,-1.44,0,1031.97,21.02,0.8,17.06,4.9,2.69
,,,,10/04/2024,12:00,303.9,48.92,863,-1.33,0,1031.84,18.03,0.76,17.16,4.9,2.61
,,,,10/04/2024,12:10,312.3,46.55,868,-1.18,0,1031.8,16.82,0.88,17.37,5.29,2.76
,,,,10/04/2024,12:20,305,46.75,862,-1.03,0,1031.75,23.34,0.93,17.44,6.86,3.43
,,,,10/04/2024,12:30,297.8,45.91,863,-0.88,0,1031.66,24.83,1.02,17.66,6.08,2.39
,,,,10/04/2024,12:40,301.3,45.33,866,-0.74,0,1031.68,16.52,1.12,17.98,6.27,3.37
,,,,10/04/2024,12:50,296.3,43.19,868,-0.56,0,1031.64,19.94,0.99,18.07,5.39,2.94
,,,,10/04/2024,13:00,301.7,43.23,860,-0.38,0,1031.68,18.22,0.99,18.05,5.49,3.32
,,,,10/04/2024,13:10,296.6,42.5,851,-0.19,0,1031.8,19.21,1.27,18.04,6.76,3.59
,,,,10/04/2024,13:20,293.3,42.73,846,-0.01,0,1031.88,14.08,1.06,18.06,7.15,4.27
,,,,10/04/2024,13:30,293.5,41.2,833,0.18,0,1032,19.31,1.29,18.06,7.06,3.77
,,,,10/04/2024,13:40,297.1,41.47,818,0.34,0,1032.23,20.5,1.18,18.02,6.57,3.64
,,,,10/04/2024,13:50,297.3,39.16,804,0.53,0,1032.41,22.24,1.59,18.05,7.84,4.2
,,,,10/04/2024,14:00,296.1,39.31,789.8,0.72,0,1032.52,19.37,1.59,17.99,8.23,4.31
,,,,10/04/2024,14:10,298.3,40.21,759.8,0.89,0,1032.48,18.08,1.2,17.88,7.06,3.8
,,,,10/04/2024,14:20,283.4,38.34,759.1,1.03,0,1032.42,22.65,1.37,17.69,7.74,4.37
,,,,10/04/2024,14:30,288.8,39.01,735.1,1.2,0,1032.35,17.65,1.56,17.59,8.33,3.34
,,,,10/04/2024,14:40,275.5,37.66,665.3,1.39,0,1032.31,16.74,1.41,17.37,8.33,5.08
,,,,10/04/2024,14:50,276.2,36.33,662.2,1.52,0,1032.26,12.07,0.94,17.22,6.76,4.71
,,,,10/04/2024,15:00,276.8,36.39,610.3,1.65,0,1032.31,13.22,1.15,17.18,6.76,4.19
,,,,10/04/2024,15:10,279.6,37.04,646,1.79,0,1032.25,12.72,0.98,17.12,6.76,4.36
,,,,10/04/2024,15:20,279.1,38.77,616.8,1.92,0,1032.2,17.31,1.01,17.3,6.66,4.04
,,,,10/04/2024,15:30,279.3,37.79,585.7,2.01,0,1032.35,19.14,1.01,17.45,6.66,3.98
,,,,10/04/2024,15:40,299,41.55,518.5,2.11,0,1032.22,14.74,0.84,17.25,6.27,3.69
,,,,10/04/2024,15:50,295.1,40.45,310.5,2.22,0,1032.25,18.88,1.14,17,7.06,3.5
,,,,10/04/2024,16:00,295.1,39.47,455.1,2.26,0,1032.29,15.17,1.12,16.83,6.37,3.77
,,,,10/04/2024,16:10,290.2,38.46,378.1,2.32,0,1032.18,15.84,0.91,17.04,5.98,3.7
,,,,10/04/2024,16:20,293.3,38.22,375.4,2.38,0,1032.22,18.54,1.07,16.94,6.08,3.65
,,,,10/04/2024,16:30,291.2,37.71,276.2,2.37,0,1032.49,17.74,1.17,16.84,5.98,3.48
,,,,10/04/2024,16:40,288.1,36.69,192.3,2.38,0,1032.77,13.82,1.09,16.54,7.15,4.3
,,,,10/04/2024,16:50,280.9,34.57,280,2.38,0,1032.72,10.69,0.92,16.27,6.17,4
,,,,10/04/2024,17:00,278.9,35.93,274.4,2.35,0,1032.49,22.57,1.05,16.31,5.49,2.92
,,,,10/04/2024,17:10,307,39.33,198.3,2.29,0,1032.44,16.03,0.71,16.3,3.72,2.01
,,,,10/04/2024,17:20,327.3,41.46,241.2,2.27,0,1032.48,13.13,0.74,16.02,4.21,2.78
,,,,10/04/2024,17:30,297.5,40.33,188.6,2.21,0,1032.5,30.76,0.96,15.85,4.7,2.16
,,,,10/04/2024,17:40,273.6,38.04,146.7,2.15,0,1032.57,22.75,0.94,15.81,4.51,2.77
,,,,10/04/2024,17:50,271.6,38.3,86.5,2.05,0,1032.68,27.38,0.94,15.49,4.12,2.09
,,,,10/04/2024,18:00,279.6,38.09,57.9,1.99,0,1032.65,22.69,0.79,15.42,3.63,1.97
,,,,10/04/2024,18:10,308.6,45.03,41.68,1.88,0,1032.76,13.85,0.89,15.27,4.8,2.46
,,,,10/04/2024,18:20,302.3,43.2,26,1.74,0,1032.79,17.29,0.75,15.17,4.41,2.32
,,,,10/04/2024,18:30,301,43.51,16.42,1.63,0,1032.85,14.07,0.62,15.01,4.31,2.35
,,,,10/04/2024,18:40,302,45.84,9.26,1.49,0,1033.05,19.43,0.81,14.82,4.02,1.78
,,,,10/04/2024,18:50,304.2,48.48,3.72,1.32,0,1033.21,15.37,0.9,14.58,4.12,1.92
,,,,10/04/2024,19:00,302.6,50.35,0.82,1.19,0,1033.26,16.92,0.86,14.35,4.12,2.16
,,,,10/04/2024,19:10,286.3,51.09,0.51,1.05,0,1033.38,17.95,0.97,14.13,4.02,2.24
,,,,10/04/2024,19:20,270.5,54.17,0.54,0.84,0,1033.49,16.96,0.76,13.88,4.41,2.31
,,,,10/04/2024,19:30,266.9,55.92,0.53,0.66,0,1033.62,33.29,0.98,13.65,3.63,1.35
,,,,10/04/2024,19:40,212.6,55.83,0.53,0.51,0,1033.58,14.64,0.34,13.49,1.96,1.17
,,,,10/04/2024,19:50,207.9,54.65,0.55,0.33,0,1033.57,10.74,0.28,13.33,2.35,1.7
,,,,10/04/2024,20:00,216,54.43,0.53,0.12,0,1033.75,13.95,0.4,13.15,2.25,1.28
,,,,10/04/2024,20:10,174.3,55.04,0.56,-0.06,0,1033.76,11.24,0.25,12.85,2.06,1.39
,,,,10/04/2024,20:20,193.3,54.61,0.55,-0.24,0,1033.84,10.68,0.47,12.59,2.94,1.76
,,,,10/04/2024,20:30,181.2,56.27,0.54,-0.42,0,1033.9,18.37,0.52,12.33,2.25,1.18
,,,,10/04/2024,20:40,187.9,55.69,0.56,-0.61,0,1033.92,21.26,0.33,12.39,1.67,0.86
,,,,10/04/2024,20:50,196.8,60.96,0.55,-0.79,0,1033.92,10.78,0.67,11.87,2.55,1.36
,,,,10/04/2024,21:00,185.2,60.42,0.53,-0.97,0,1033.92,10.3,0.4,11.67,2.84,1.92
,,,,10/04/2024,21:10,188.4,58.63,0.53,-1.14,0,1034.04,12.65,0.44,11.71,2.35,1.31
,,,,10/04/2024,21:20,192.4,56.96,0.54,-1.26,0,1034.09,9.45,0.34,11.64,2.45,1.73
,,,,10/04/2024,21:30,189.7,57.75,0.55,-1.4,0,1034.26,10.42,0.34,11.58,2.25,1.46
,,,,10/04/2024,21:40,189.9,60.28,0.55,-1.57,0,1034.37,11.38,0.24,11.38,2.16,1.48
,,,,10/04/2024,21:50,189.3,62.45,0.55,-1.6,0,1034.32,10.59,0.57,11.12,2.25,0.65
,,,,10/04/2024,22:00,204.6,64.79,0.55,-1.6,0,1034.35,10.11,0.41,10.94,1.86,1.04
,,,,10/04/2024,22:10,187,66.99,0.54,-1.6,0,1034.28,10.78,0.37,10.59,2.45,1.54
,,,,10/04/2024,22:20,184.4,67.25,0.54,-1.6,0,1034.24,8.89,0.23,10.48,1.96,1.41
,,,,10/04/2024,22:30,192.2,68.54,0.54,-1.6,0,1034.16,12.38,0.3,10.31,1.86,1.19
,,,,10/04/2024,22:40,175.9,68.66,0.54,-1.6,0,1034.14,1.17,0.26,10.26,0.98,0.17
,,,,10/04/2024,22:50,176.3,68.69,0.51,-1.6,0,1034.22,0.09,0.24,10.24,0.98,0.42
,,,,10/04/2024,23:00,176.3,69.67,0.52,-1.6,0,1034.31,0.04,0.18,10.13,0.69,0.08
,,,,10/04/2024,23:10,188.4,70.68,0.51,-1.6,0,1034.3,10.15,0.42,9.99,1.67,0.62
,,,,10/04/2024,23:20,203.8,72.47,0.51,-1.6,0,1034.34,13.67,0.29,9.84,0.98,0.28
,,,,10/04/2024,23:30,210.7,75,0.51,-1.6,0,1034.39,15.92,0.42,9.62,1.57,0.57
,,,,10/04/2024,23:40,190.7,76.47,0.52,-1.6,0,1034.37,5.89,0.33,9.46,1.47,0.79
,,,,10/04/2024,23:50,182.3,77.22,0.5,-1.6,0,1034.32,17.57,0.34,9.35,1.96,0.97
,,,,11/04/2024,0:00,180.4,76.62,0.49,-1.6,0,1034.35,14.24,0.6,9.32,2.35,0.95
,,,,11/04/2024,0:10,174.6,76.11,0.49,-1.56,0,1034.27,15.24,0.27,9.33,2.16,1.1
,,,,11/04/2024,0:20,182.7,77.27,0.49,-1.37,0,1034.22,10.71,0.32,9.2,2.25,1.56
,,,,11/04/2024,0:30,188.6,79.59,0.48,-1.26,0,1034.2,11.88,0.44,9.02,2.55,1.56
,,,,11/04/2024,0:40,174.4,81.3,0.47,-1.16,0,1034.13,17.07,0.41,8.89,2.16,0.95
,,,,11/04/2024,0:50,175.1,80.5,0.48,-1.01,0,1034.09,12.77,0.33,8.93,2.06,1.01
,,,,11/04/2024,1:00,182.2,81.8,0.46,-0.8,0,1034.03,13.8,0.4,8.78,2.45,1.67
,,,,11/04/2024,1:10,199.4,81.9,0.44,-0.64,0,1033.92,1.76,0.47,8.73,1.57,0.32
,,,,11/04/2024,1:20,194,81.6,0.43,-0.47,0,1033.86,11.58,0.42,8.75,1.47,0.39
,,,,11/04/2024,1:30,178.5,81,0.45,-0.27,0,1033.85,23.01,0.65,8.74,2.55,1.06
,,,,11/04/2024,1:40,162.4,81.2,0.45,-0.09,0,1033.75,23.54,0.44,8.8,3.63,2.41
,,,,11/04/2024,1:50,133.3,76.87,0.48,0.05,0,1033.69,15.03,0.8,9.93,3.82,2.24
,,,,11/04/2024,2:00,140.3,75.95,0.41,0.26,0,1033.66,8.14,0.53,10.14,4.7,3.08
,,,,11/04/2024,2:10,144.3,75.74,0.41,0.47,0,1033.61,6.93,0.46,10.09,4.61,3.29
,,,,11/04/2024,2:20,145.3,76.17,0.4,0.62,0,1033.51,12.21,0.57,9.67,4.41,2.93
,,,,11/04/2024,2:30,127.4,75.19,0.41,0.77,0,1033.3,12.55,0.65,9.69,5.1,3.12
,,,,11/04/2024,2:40,130.1,76.01,0.39,1,0,1033.25,12.24,0.5,9.68,4.51,2.84
,,,,11/04/2024,2:50,135,76.01,0.39,1.19,0,1033.11,12.31,0.65,9.76,4.8,3.18
,,,,11/04/2024,3:00,128.2,76.65,0.38,1.32,0,1032.99,10.19,0.72,9.72,5.78,3.62
,,,,11/04/2024,3:10,121.4,76.95,0.38,1.49,0,1032.85,11.96,0.62,9.56,4.7,2.71
,,,,11/04/2024,3:20,123.9,76.84,0.4,1.67,0,1032.76,11.84,0.67,9.58,4.51,2.85
,,,,11/04/2024,3:30,121.9,75,0.42,1.77,0,1032.91,13.25,0.56,9.52,4.9,2.69
,,,,11/04/2024,3:40,127.1,74.56,0.42,1.92,0,1033.02,13.77,0.57,9.36,3.92,2.28
,,,,11/04/2024,3:50,124,75.43,0.42,2.08,0,1033.13,14.22,0.49,9.25,3.63,2.03
,,,,11/04/2024,4:00,139.9,75.63,0.43,2.12,0,1033.14,8.02,0.48,9.29,3.92,2.76
,,,,11/04/2024,4:10,133.9,75.99,0.42,2.17,0,1032.97,7.43,0.68,9.34,5.78,3.64
,,,,11/04/2024,4:20,132.8,77.32,0.43,2.31,0,1032.97,9.38,0.55,9.2,5.29,3.78
,,,,11/04/2024,4:30,136.2,79.54,0.42,2.35,0,1032.94,7.88,0.69,9.1,5.88,3.92
,,,,11/04/2024,4:40,141.3,81.8,0.43,2.38,0,1032.71,7.87,0.61,9.07,6.47,4.53
,,,,11/04/2024,4:50,138.6,81.7,0.42,2.43,0,1032.73,8.81,0.5,8.91,5.88,4.06
,,,,11/04/2024,5:00,146,80.4,0.44,2.46,0,1032.65,6.53,0.44,8.81,6.08,4.4
,,,,11/04/2024,5:10,140,79.96,0.58,2.45,0,1032.66,8.85,0.63,8.92,6.47,4.47
,,,,11/04/2024,5:20,144.2,80,0.77,2.44,0,1032.64,7.85,0.62,8.92,6.08,4.25
,,,,11/04/2024,5:30,141.1,80.7,3.29,2.41,0,1032.69,6.77,0.63,8.94,5.98,4.37
,,,,11/04/2024,5:40,134,77.87,7.34,2.37,0,1032.83,8.73,0.61,8.87,5.68,4.22
,,,,11/04/2024,5:50,130.1,77.19,13.28,2.31,0,1032.9,9.89,0.65,8.84,5.68,3.88
,,,,11/04/2024,6:00,132.1,77.4,25.1,2.23,0,1033.03,10.54,0.54,8.78,4.8,3.39
,,,,11/04/2024,6:10,134,77.32,37.65,2.16,0,1033.11,9.69,0.49,8.78,4.7,3.34
,,,,11/04/2024,6:20,127.9,77.17,45.56,2.08,0,1033.17,14.99,0.91,8.94,4.7,2.51
,,,,11/04/2024,6:30,126.3,76.58,45.88,1.97,0,1033.3,10.95,0.54,8.87,4.12,2.58
,,,,11/04/2024,6:40,128.2,75.88,99.2,1.85,0,1033.21,12.09,0.85,8.83,4.51,2.7
,,,,11/04/2024,6:50,124.1,74.02,175.8,1.74,0,1033.35,11.37,0.52,9.15,4.41,2.82
,,,,11/04/2024,7:00,108.2,70.86,202.4,1.62,0,1033.43,12.4,0.72,9.34,4.7,2.83
,,,,11/04/2024,7:10,121.6,70.01,239.4,1.47,0,1033.39,14.2,0.48,9.7,3.82,2.38
,,,,11/04/2024,7:20,120.8,65.51,268.6,1.32,0,1033.52,16.43,0.66,10.17,3.72,1.89
,,,,11/04/2024,7:30,124,63.04,276.9,1.16,0,1033.64,11.98,0.49,10.53,2.84,1.58
,,,,11/04/2024,7:40,123,60.34,321,1,0,1033.94,16.82,0.54,10.94,3.43,1.74
,,,,11/04/2024,7:50,138.4,59.26,361.7,0.83,0,1034.07,9.6,0.56,11.33,3.43,2.2
,,,,11/04/2024,8:00,138.2,59.68,383.8,0.63,0,1033.98,6.13,0.41,11.52,3.63,2.7
,,,,11/04/2024,8:10,142.7,58.75,424.3,0.44,0,1034.03,7.14,0.42,11.71,3.92,2.78
,,,,11/04/2024,8:20,141.8,59.28,462.5,0.27,0,1034.09,9.28,0.3,12.08,3.43,2.36
,,,,11/04/2024,8:30,141.9,56.54,484.4,0.11,0,1034.09,6.31,0.51,12.43,4.7,3.18
,,,,11/04/2024,8:40,145,55.76,502.7,-0.1,0,1034.09,10,0.32,12.73,3.43,2.56
,,,,11/04/2024,8:50,153.3,53.78,528.4,-0.28,0,1034.09,5.88,0.33,13.14,3.43,2.4
,,,,11/04/2024,9:00,163.7,51.57,555,-0.44,0,1034.12,7.02,0.28,13.52,2.74,1.89
,,,,11/04/2024,9:10,177.5,48.54,580.2,-0.6,0,1034.15,13.05,0.31,13.89,2.55,1.67
,,,,11/04/2024,9:20,174.1,46.87,605.6,-0.77,0,1034.12,8.75,0.3,14.4,2.35,1.54
,,,,11/04/2024,9:30,161.8,45.92,631.6,-0.92,0,1034.11,9.69,0.35,15.04,2.25,1.49
,,,,11/04/2024,9:40,151.4,44.66,657.9,-1.08,0,1034.08,9.95,0.31,15.47,2.65,1.81
,,,,11/04/2024,9:50,149.7,40.2,681.6,-1.24,0,1033.92,22.68,0.4,15.93,2.65,1.62
,,,,11/04/2024,10:00,165.3,39.08,701.5,-1.32,0,1033.92,12.85,0.51,16.2,3.14,1.54
,,,,11/04/2024,10:10,165.3,38.21,721.5,-1.42,0,1033.88,14.06,0.33,16.48,1.96,1.09
,,,,11/04/2024,10:20,169.9,37.88,740.2,-1.54,0,1033.64,19.48,0.68,16.8,3.33,1.56
,,,,11/04/2024,10:30,158.5,38.52,759.9,-1.59,0,1033.48,11.67,0.44,17.22,3.14,1.9
,,,,11/04/2024,10:40,121,38.92,776.5,-1.6,0,1033.45,22.79,0.69,17.57,3.14,1.25
,,,,11/04/2024,10:50,144.7,39.39,791.8,-1.6,0,1033.42,16.78,0.87,17.91,3.63,1.88
,,,,11/04/2024,11:00,177.1,38.81,805,-1.6,0,1033.26,14.41,0.53,18.03,3.04,1.77
,,,,11/04/2024,11:10,255.3,39.23,818,-1.6,0,1033.2,32.62,0.53,18.23,3.53,1.42
,,,,11/04/2024,11:20,191,39.18,829,-1.6,0,1033.08,23.74,0.78,18.41,3.43,1.81
,,,,11/04/2024,11:30,164,40.13,838,-1.6,0,1032.94,11.46,0.45,18.58,3.33,2.09
,,,,11/04/2024,11:40,171.6,40.09,843,-1.6,0,1032.8,20.32,0.6,18.61,2.74,1.34
,,,,11/04/2024,11:50,216.3,40.74,846,-1.58,0,1032.66,47.98,0.38,18.83,2.25,0.9
,,,,11/04/2024,12:00,291.1,40.57,850,-1.54,0,1032.43,41.22,0.59,19.56,4.02,1.57
,,,,11/04/2024,12:10,240.9,40.3,857,-1.45,0,1032.23,19.57,0.67,19.68,2.25,1.09
,,,,11/04/2024,12:20,176,41.04,839,-1.38,0,1031.96,21.36,0.61,19.69,3.23,1.96
,,,,11/04/2024,12:30,192.6,41.4,853,-1.27,0,1031.95,46.23,0.69,19.67,2.74,1.19
,,,,11/04/2024,12:40,299.1,42.89,855,-1.13,0,1031.96,44.9,0.71,20.01,2.65,0.98
,,,,11/04/2024,12:50,322,43.28,854,-1.02,0,1031.82,37.03,0.89,20.49,4.41,2.09
,,,,11/04/2024,13:00,307.2,43.93,850,-0.92,0,1031.74,25.32,1.2,20.69,5.29,2.46
,,,,11/04/2024,13:10,310,47.93,838,-0.76,0,1031.61,19.67,0.73,20.52,5.68,3.25
,,,,11/04/2024,13:20,312.2,47.68,828,-0.58,0,1031.45,17.17,0.97,20.66,4.9,3.1
,,,,11/04/2024,13:30,301.7,44.79,818,-0.45,0,1031.43,19.57,0.99,20.94,5.1,2.77
,,,,11/04/2024,13:40,311.9,47.46,807,-0.29,0,1031.3,20.95,0.85,20.91,4.9,3.16
,,,,11/04/2024,13:50,320.8,47.69,793.9,-0.09,0,1031.26,14.8,0.87,20.82,5.98,3.35
,,,,11/04/2024,14:00,319,49.89,781.5,0.08,0,1031.27,14.85,1.01,20.64,5.98,3.46
,,,,11/04/2024,14:10,321.9,49.12,758.9,0.22,0,1031.06,16.6,0.76,20.59,5,3.09
,,,,11/04/2024,14:20,318.7,49.45,691.4,0.39,0,1031,15.05,1.12,20.8,5.78,3.62
,,,,11/04/2024,14:30,309.7,47.66,735.2,0.58,0,1030.96,19.3,0.98,21.04,5.49,3.18
,,,,11/04/2024,14:40,315.8,48.82,676,0.71,0,1030.82,15.11,0.66,20.85,4.7,2.94
,,,,11/04/2024,14:50,304.9,48.02,633.3,0.87,0,1030.79,15.53,0.91,20.91,5.68,2.84
,,,,11/04/2024,15:00,286.1,44.51,609.5,1.04,0,1030.76,16.64,1,21.49,5.29,3.32
,,,,11/04/2024,15:10,287.4,44.31,624.3,1.21,0,1030.8,21.63,1.16,21.64,5.68,3.2
