"Date","EE_BC1","EE_BC2","EE_BC3","Q_BC1","T_SAL_BC1","T_ENT_BC1","ET_BC1_Frio","ET_BC1_Calor","Q_BC2","T_SAL_BC2","T_ENT_BC2","ET_BC2_Frio","ET_BC2_Calor","Q_BC3","T_SAL_BC3","T_ENT_BC3","ET_BC3_Frio","ET_BC3_Calor"
"08-02-2024;19:40:00.000",113.805,241.19,2895.589,"0","43.39","45.13",10,505.444444444444,"0","43.8","42.79",0,990,"0","17.54","17.77",712,1291
"08-02-2024;19:50:00.000",113.805,241.19,2895.589,"0","42.28","44.59",10,509.555555555556,"0","42.76","40.52",0,990,"0","17.54","17.76",712,1291
"08-02-2024;20:00:00.000",113.805,241.19,2895.589,"0","41.32","44.06",10,513.666666666667,"0","41.74","38.72",0,990,"0","17.54","17.74",712,1291
"08-02-2024;20:10:00.000",114.074,241.19,2895.589,"16.91","43.82","42.16",10,517.777777777778,"0","41.11","37.36",0,990,"0","17.48","17.68",712,1291
"08-02-2024;20:20:00.000",115.8695,245.165,2895.589,"16.78","47.58","43.78",10,521.888888888889,"16.15","44.61","43.66",0,990,"0","17.46","17.62",712,1291
"08-02-2024;20:30:00.000",117.665,249.14,2895.589,"0","45.73","45.29",10,526,"0","46.51","46.49",0,1020,"0","17.43","17.54",712,1291
"08-02-2024;20:40:00.000",117.665,249.14,2895.589,"0","43.88","45.03",10,526,"0","44.84","44.32",0,1020,"0","17.4","17.46",712,1291
"08-02-2024;20:50:00.000",117.665,249.14,2895.589,"0","42.18","44.42",10,526,"0","43.42","41.67",0,1020,"0","17.38","17.43",712,1291
"08-02-2024;21:00:00.000",117.665,249.14,2895.589,"0","41.15","43.77",10,526,"0","41.84","39.29",0,1020,"0","17.3","17.37",712,1291
"08-02-2024;21:10:00.000",117.671,249.14,2895.589,"16.96","41.8","42.31",10,526,"0","41.4","37.68",0,1020,"0","17.29","17.33",712,1291
"08-02-2024;21:20:00.000",119.5815,249.14,2895.589,"16.86","46.25","42.79",10,535.5,"0","40.85","36.44",0,1020,"0","17.27","17.28",712,1291
"08-02-2024;21:30:00.000",121.492,256.96,2895.589,"16.71","48.1","46.58",10,545,"0.01","46.59","46.52",0,1050,"0","17.21","17.24",712,1291
"08-02-2024;21:40:00.000",121.493,256.96,2895.589,"0","44.7","45.26",10,545,"0","45.17","45.48",0,1050,"0","17.19","17.2",712,1291
"08-02-2024;21:50:00.000",121.493,256.96,2895.589,"0","42.89","44.86",10,545,"0","43.98","42.15",0,1050,"0","17.16","17.2",712,1291
"08-02-2024;22:00:00.000",121.493,256.96,2895.589,"0","41.78","44.31",10,545,"0","42.62","40.02",0,1050,"0","17.15","17.15",712,1291
"08-02-2024;22:10:00.000",121.493,256.96,2895.589,"0","40.86","43.73",10,545,"0","41.77","38.04",0,1050,"0","17.11","17.1",712,1291
"08-02-2024;22:20:00.000",122.784333333333,256.96,2895.589,"16.84","44.62","42.23",10,551.333333333333,"0","41.13","36.66",0,1050,"0","17.09","17.06",712,1291
"08-02-2024;22:30:00.000",124.075666666667,261,2895.589,"16.69","49.01","45.15",10,557.666666666667,"16.12","46.82","45.19",0,1065,"0","17.08","17.04",712,1291
"08-02-2024;22:40:00.000",125.367,265.04,2895.589,"0","45.32","45.18",10,564,"0","46.16","46.01",0,1080,"0","17.07","17.03",712,1291
"08-02-2024;22:50:00.000",125.367,265.04,2895.589,"0","43.5","45.12",10,564,"0","44.46","43.27",0,1080,"0","17.07","17.06",712,1291
"08-02-2024;23:00:00.000",125.367,265.04,2895.589,"0","42.07","44.57",10,564,"0","42.94","40.79",0,1080,"0","17.07","17.08",712,1291
"08-02-2024;23:10:00.000",125.367,265.04,2895.589,"0","41.08","43.96",10,564,"0","41.9","38.56",0,1080,"0","17.05","17.1",712,1291
"08-02-2024;23:20:00.000",125.572,265.04,2895.589,"16.9","43.58","42.08",10,564,"0","41.31","37.04",0,1080,"0","17.04","17.12",712,1291
"08-02-2024;23:30:00.000",127.401,265.16,2895.589,"16.84","47.13","43.48",10,573,"16.28","43.09","43.36",0,1080,"0","17.04","17.14",712,1291
"08-02-2024;23:40:00.000",129.23,273.05,2895.589,"0","45.94","45.66",10,582,"0","46.39","46.37",0,1110,"0","17.05","17.16",712,1291
"08-02-2024;23:50:00.000",129.23,273.05,2895.589,"0","44.41","45.35",10,582,"0","44.96","44.79",0,1110,"0","17.04","17.15",712,1291
"09-02-2024;00:00:00.000",129.23,273.05,2895.589,"0","43","44.91",10,582,"0","43.52","42.02",0,1110,"0","17.03","17.17",712,1291
"09-02-2024;00:10:00.000",129.23,273.05,2895.589,"0","42.01","44.38",10,582,"0","42.65","40.09",0,1110,"0","17.05","17.18",712,1291
"09-02-2024;00:20:00.000",129.23,273.05,2895.589,"0","41.31","43.85",10,582,"0","42.02","38.52",0,1110,"0","17.05","17.17",712,1291
"09-02-2024;00:30:00.000",129.64,273.05,2895.589,"16.92","44.16","42.24",10,588,"0","41.29","37.22",0,1110,"0","17.05","17.16",712,1291
"09-02-2024;00:40:00.000",131.317,276.895,2895.589,"16.76","48.16","44.38",10,594,"16.14","45.79","44.39",0,1125,"0","17.05","17.17",712,1291
"09-02-2024;00:50:00.000",132.994,280.74,2895.589,"0","45.84","45.53",10,600,"0","46.57","46.51",0,1140,"0","17.06","17.19",712,1291
"09-02-2024;01:00:00.000",132.994,280.74,2895.589,"0","44.51","45.43",10,600,"0","45.24","44.39",0,1140,"0","17.06","17.21",712,1291
"09-02-2024;01:10:00.000",132.994,280.74,2895.589,"0","43.34","45",10,600,"0","44.11","41.82",0,1140,"0","17.07","17.21",712,1291
"09-02-2024;01:20:00.000",132.994,280.74,2895.589,"0","42.34","44.46",10,600,"0","43.18","39.8",0,1140,"0","17.09","17.24",712,1291
"09-02-2024;01:30:00.000",132.994,280.74,2895.589,"0","41.7","43.87",10,600,"0","42.4","38.38",0,1140,"0","17.1","17.27",712,1291
"09-02-2024;01:40:00.000",133.277,280.74,2895.589,"16.92","43.92","42.25",10,606,"0","41.67","37.3",0,1140,"0","17.11","17.3",712,1291
"09-02-2024;01:50:00.000",134.9785,284.4,2895.589,"16.81","47.48","43.85",10,612,"16.26","45.05","43.95",0,1155,"0","17.11","17.3",712,1291
"09-02-2024;02:00:00.000",136.68,288.06,2895.589,"0","45.93","45.58",10,618,"0","46.44","46.54",0,1170,"0","17.15","17.36",712,1291
"09-02-2024;02:10:00.000",136.68,288.06,2895.589,"0","44.52","45.55",10,618,"0","44.93","44.7",0,1170,"0","17.17","17.39",712,1291
"09-02-2024;02:20:00.000",136.68,288.06,2895.589,"0","43.27","45.07",10,618,"0","43.89","42.13",0,1170,"0","17.18","17.4",712,1291
"09-02-2024;02:30:00.000",136.68,288.06,2895.589,"0","42.39","44.6",10,618,"0","43.18","40.4",0,1170,"0","17.21","17.42",712,1291
"09-02-2024;02:40:00.000",136.68,288.06,2895.589,"0","41.69","44.1",10,618,"0","42.36","38.95",0,1170,"0","17.21","17.43",712,1291
"09-02-2024;02:50:00.000",136.948,288.06,2895.589,"16.86","43.87","42.25",10,624,"0","41.61","37.7",0,1170,"0","17.23","17.44",712,1291
"09-02-2024;03:00:00.000",138.6555,291.695,2895.589,"16.87","47.49","43.87",10,630,"16.11","44.81","43.88",0,1170,"0","17.25","17.46",712,1291
"09-02-2024;03:10:00.000",140.363,295.33,2895.589,"0","45.81","45.4",10,636,"0","46.47","46.36",0,1200,"0","17.26","17.46",712,1291
"09-02-2024;03:20:00.000",140.363,295.33,2895.589,"0","44.54","45.4",10,636,"0","45.34","44.77",0,1200,"0","17.27","17.48",712,1291
"09-02-2024;03:30:00.000",140.363,295.33,2895.589,"0","43.41","44.97",10,636,"0","44.12","42.38",0,1200,"0","17.27","17.49",712,1291
"09-02-2024;03:40:00.000",140.363,295.33,2895.589,"0","42.51","44.54",10,636,"0","43.13","40.54",0,1200,"0","17.28","17.5",712,1291
"09-02-2024;03:50:00.000",140.363,295.33,2895.589,"0","41.55","44.05",10,636,"0","42.25","39.02",0,1200,"0","17.28","17.48",712,1291
"09-02-2024;04:00:00.000",140.65,295.33,2895.589,"17.07","43.84","42.2",10,642,"0","41.57","37.73",0,1200,"0","17.29","17.48",712,1291
"09-02-2024;04:10:00.000",142.3825,299.11,2895.589,"16.75","47.26","43.65",10,648,"16.06","44.96","43.92",0,1200,"0","17.29","17.46",712,1291
"09-02-2024;04:20:00.000",144.115,302.89,2895.589,"0","45.78","45.67",10,654,"0","46.37","46.39",0,1230,"0","17.29","17.44",712,1291
"09-02-2024;04:30:00.000",144.115,302.89,2895.589,"0","44.41","45.22",10,654,"0","45.11","44.56",0,1230,"0","17.28","17.43",712,1291
"09-02-2024;04:40:00.000",144.115,302.89,2895.589,"0","43.25","45",10,654,"0","44.03","42.17",0,1230,"0","17.25","17.4",712,1291
"09-02-2024;04:50:00.000",144.115,302.89,2895.589,"0","42.12","44.44",10,654,"0","42.8","40.17",0,1230,"0","17.21","17.36",712,1291
"09-02-2024;05:00:00.000",144.115,302.89,2895.589,"0","41.36","43.9",10,654,"0","42.22","38.7",0,1230,"0","17.11","17.3",712,1291
"09-02-2024;05:10:00.000",144.51,302.89,2895.589,"16.96","44.18","42.29",10,660,"0","41.6","37.55",0,1230,"0","17.04","17.17",712,1291
"09-02-2024;05:20:00.000",146.1455,306.52,2895.589,"16.71","48.24","44.55",10,666,"16.02","45.76","44.48",0,1230,"0","16.99","17.06",712,1291
"09-02-2024;05:30:00.000",147.781,310.15,2895.589,"0","45.86","45.46",10,672,"0","46.51","46.21",0,1260,"0","16.96","17",712,1291
"09-02-2024;05:40:00.000",147.781,310.15,2895.589,"0","44.45","45.51",10,672,"0","45.04","44.18",0,1260,"0","16.94","16.94",712,1291
"09-02-2024;05:50:00.000",147.781,310.15,2895.589,"0","43.33","45.07",10,672,"0","43.94","41.99",0,1260,"0","16.93","16.91",712,1291
"09-02-2024;06:00:00.000",147.781,310.15,2895.589,"0","42.18","44.52",10,672,"0","42.92","40.18",0,1260,"0","16.92","16.87",712,1291
"09-02-2024;06:10:00.000",147.781,310.15,2895.589,"0","41.52","43.94",10,672,"0","42.14","38.61",0,1260,"0","16.89","16.85",712,1291
"09-02-2024;06:20:00.000",148.723692307692,310.15,2895.589,"16.77","45.05","42.38",10,675.959183673469,"0","41.71","37.57",0,1260,"0","16.88","16.81",712,1291
"09-02-2024;06:30:00.000",149.666384615385,314.145,2895.589,"16.69","49.17","45.29",10,679.918367346939,"16.13","47.16","45.43",0,1275,"0","16.87","16.8",712,1291
"09-02-2024;06:40:00.000",150.609076923077,318.14,2895.589,"0","45.35","45.35",10,683.877551020408,"0","46.06","45.89",0,1290,"0","16.83","16.78",712,1291
"09-02-2024;06:50:00.000",151.551769230769,318.14,2895.589,"0","43.99","45.15",10,687.836734693878,"0","44.55","43.47",0,1290,"0","16.84","16.76",712,1291
"09-02-2024;07:00:00.000",152.494461538462,318.14,2895.589,"0","42.77","44.66",10,691.795918367347,"0","43.67","41.46",0,1290,"0","16.83","16.76",712,1291
"09-02-2024;07:10:00.000",153.437153846154,318.14,2895.589,"16.84","43.32","42.21",10,695.755102040816,"0","42.65","39.49",0,1290,"0","16.81","16.76",712,1291
"09-02-2024;07:20:00.000",154.379846153846,318.14,2895.589,"16.85","46.26","42.7",10,699.714285714286,"0","41.96","38.19",0,1290,"0","16.8","16.78",712,1291
"09-02-2024;07:30:00.000",155.322538461538,326.89,2895.589,"15.51","46.26","45.98",10,703.673469387755,"0.01","46.55","46.48",0,1320,"0","16.8","16.79",712,1291
"09-02-2024;07:40:00.000",156.265230769231,326.89,2895.589,"0","44.65","45.2",10,707.632653061224,"0","45.38","45.28",0,1320,"0","16.8","16.8",712,1291
"09-02-2024;07:50:00.000",157.207923076923,326.89,2895.589,"0","43.39","44.87",10,711.591836734694,"0","44.19","42.6",0,1320,"0","16.81","16.83",712,1291
"09-02-2024;08:00:00.000",158.150615384615,326.89,2895.589,"0","42.39","44.38",10,715.551020408163,"0","43.23","40.55",0,1320,"0","16.78","16.82",712,1291
"09-02-2024;08:10:00.000",159.093307692308,326.89,2895.589,"16.85","45.5","42.46",10,719.510204081633,"0","42.63","39.1",0,1320,"0","16.79","16.84",712,1291
"09-02-2024;08:20:00.000",160.036,329.554285714286,2895.589,"16.68","49.65","45.83",10,723.469387755102,"16","47.92","46.09",0,1330.71428571429,"0","16.82","16.86",712,1291
"09-02-2024;08:30:00.000",160.978692307692,332.218571428571,2895.589,"0","44.35","44.26",10,727.428571428571,"0","45.3","45.68",0,1341.42857142857,"0","16.81","16.88",712,1291
"09-02-2024;08:40:00.000",161.921384615385,334.882857142857,2895.589,"16.68","42.67","43.75",10,731.387755102041,"0","44.04","42.6",0,1352.14285714286,"0","16.83","16.92",712,1291
"09-02-2024;08:50:00.000",162.864076923077,337.547142857143,2895.589,"16.86","45.46","42.01",10,735.34693877551,"0","43.15","40.76",0,1362.85714285714,"0","16.84","16.93",712,1291
"09-02-2024;09:00:00.000",163.806769230769,340.211428571429,2895.589,"16.68","49.79","45.72",10,739.30612244898,"16.04","47.83","45.81",0,1373.57142857143,"0","16.85","16.95",712,1291
"09-02-2024;09:10:00.000",164.749461538462,342.875714285714,2895.589,"0","44.69","44.72",10,743.265306122449,"0","45.81","45.56",0,1384.28571428571,"0","16.85","16.96",712,1291
"09-02-2024;09:20:00.000",165.692153846154,345.54,2895.589,"0","43.45","44.66",10,747.224489795918,"0","44.58","43.29",0,1395,"0","16.89","16.99",712,1291
"09-02-2024;09:30:00.000",166.634846153846,348.204285714286,2895.589,"16.89","44.31","41.85",10,751.183673469388,"0","43.59","41.28",0,1405.71428571429,"0","16.89","17.02",712,1291
"09-02-2024;09:40:00.000",167.577538461538,350.868571428571,2895.589,"16.65","48.9","44.89",10,755.142857142857,"15.88","46.56","44.8",0,1416.42857142857,"0","16.94","17.07",712,1291
"09-02-2024;09:50:00.000",168.520230769231,353.532857142857,2895.589,"0","45.06","44.87",10,759.102040816327,"0","45.82","45.81",0,1427.14285714286,"0","16.95","17.1",712,1291
"09-02-2024;10:00:00.000",169.462923076923,356.197142857143,2895.589,"0","43.71","44.78",10,763.061224489796,"0","44.46","43.61",0,1437.85714285714,"0","17.01","17.19",712,1291
"09-02-2024;10:10:00.000",170.405615384615,358.861428571429,2895.589,"0","42.63","44.35",10,767.020408163265,"0","43.51","41.6",0,1448.57142857143,"0","17.05","17.23",712,1291
"09-02-2024;10:20:00.000",171.348307692308,361.525714285714,2895.589,"16.79","45.52","42.46",10,770.979591836735,"0","42.82","39.79",0,1459.28571428571,"0","17.05","17.24",712,1291
"09-02-2024;10:30:00.000",172.291,364.19,2895.589,"16.7","49.88","46.16",10,774.938775510204,"16.18","47.97","46.25",0,1470,"0","17.11","17.33",712,1291
"09-02-2024;10:40:00.000",172.433,364.25,2895.589,"0","45.19","45.28",10,778.897959183673,"0","45.85","45.83",0,1470,"0","17.2","17.44",712,1291
"09-02-2024;10:50:00.000",172.433,364.25,2895.589,"0","43.97","44.94",10,782.857142857143,"0","44.55","42.92",0,1470,"0","17.28","17.59",712,1291
"09-02-2024;11:00:00.000",172.433,364.25,2895.589,"0","42.84","44.55",10,786.816326530612,"0","43.63","41.03",0,1470,"0","17.38","17.69",712,1291
"09-02-2024;11:10:00.000",172.715,364.25,2895.589,"16.89","43.82","42.16",10,790.775510204082,"0","42.94","39.31",0,1470,"0","17.45","17.76",712,1291
"09-02-2024;11:20:00.000",173.370916666667,368.235,2895.589,"16.76","47.44","43.75",10,794.734693877551,"16.2","44.94","43.86",0,1470,"0","17.52","17.83",712,1291
"09-02-2024;11:30:00.000",174.026833333333,372.22,2895.589,"0","45.81","45.76",10,798.69387755102,"0","46.27","46.2",0,1500,"0","17.56","17.84",712,1291
"09-02-2024;11:40:00.000",174.68275,372.22,2895.589,"0","44.67","45.23",10,802.65306122449,"0","45.37","44.46",0,1500,"0","17.61","17.89",712,1291
"09-02-2024;11:50:00.000",175.338666666667,372.22,2895.589,"0","43.54","44.97",10,806.612244897959,"0","44.54","42.17",0,1500,"0","17.67","17.94",712,1291
"09-02-2024;12:00:00.000",175.994583333333,372.22,2895.589,"0","42.58","44.51",10,810.571428571429,"0","43.42","40.26",0,1500,"0","17.72","17.98",712,1291
"09-02-2024;12:34:32.000",176.6505,372.22,2895.589,"16.86","44.95","42.3",10,814.530612244898,"0","42.99","39.02",0,1500,"0","17.74","17.99",712,1291
"09-02-2024;12:40:00.000",177.306416666667,372.22,2895.589,"0","44.97","45.8",10,818.489795918367,"0","41.22","36.34",0,1500,"0","18.01","18.34",712,1291
"09-02-2024;13:09:11.000",177.962333333333,372.22,2895.589,"0","43.81","45.4",10,822.448979591837,"0","40.68","35.69",0,1500,"0","18.12","18.43",712,1291
"09-02-2024;13:10:00.000",178.61825,372.22,2895.589,"0","42.13","44.35",10,826.408163265306,"0","39.5","34.36",0,1500,"0","18.36","18.65",712,1291
"09-02-2024;13:20:00.000",179.274166666667,372.22,2895.589,"16.79","45.25","42.58",10,830.367346938776,"0","39.06","33.63",0,1500,"0","18.48","18.72",712,1291
"09-02-2024;13:20:21.000",179.930083333333,372.22,2895.589,"16.78","45.49","42.63",10,834.326530612245,"0","39.06","33.63",0,1500,"0","18.48","18.72",712,1291
"09-02-2024;13:30:00.000",180.586,375.345,2895.589,"16.62","49.48","45.76",10,838.285714285714,"15.82","47.68","45.9",0,1515,"0","18.6","18.83",712,1291
"09-02-2024;13:40:00.000",181.004,378.47,2895.589,"0","45.35","45.26",10,842.244897959184,"0","46.27","46.16",0,1530,"0","18.7","18.92",712,1291
"09-02-2024;13:50:00.000",181.004,378.47,2895.589,"0","44.07","45.23",10,846.204081632653,"0","45.28","44.27",0,1530,"0","18.85","19.07",712,1291
"09-02-2024;14:00:00.000",181.004,378.47,2895.589,"0","43.02","44.81",10,850.163265306122,"0","44.45","42.58",0,1530,"0","18.99","19.19",712,1291
"09-02-2024;14:10:00.000",181.004,378.47,2895.589,"0","42.28","44.35",10,854.122448979592,"0","43.56","41",0,1530,"0","19.08","19.24",712,1291
"09-02-2024;14:20:00.000",181.316,378.47,2895.589,"16.88","44.26","42.46",10,858.081632653061,"0","42.92","39.89",0,1530,"0","19.15","19.27",712,1291
"09-02-2024;14:30:00.000",182.9115,381.29,2895.589,"16.81","47.84","44.18",10,862.040816326531,"15.99","45.42","44.34",0,1530,"0","19.22","19.33",712,1291
"09-02-2024;14:40:00.000",184.507,384.11,2895.589,"0","45.77","45.51",10,866,"0","46.32","46.3",0,1550,"0","19.29","19.38",712,1291
"09-02-2024;14:50:00.000",184.507,384.11,2895.589,"0","44.4","45.51",10,866,"0","45.03","44.28",0,1550,"0","19.33","19.38",712,1291
"09-02-2024;15:00:00.000",184.507,384.11,2895.589,"0","43.25","45.06",10,866,"0","44.06","41.83",0,1550,"0","19.37","19.39",712,1291
"09-02-2024;15:10:00.000",184.507,384.11,2895.589,"0","42.26","44.53",10,866,"0","43.18","40.15",0,1550,"0","19.36","19.39",712,1291
"09-02-2024;15:20:00.000",184.507,384.11,2895.589,"0","41.66","43.93",10,866,"0","42.46","38.81",0,1550,"0","19.35","19.36",712,1291
"09-02-2024;15:30:00.000",185.686,384.11,2895.589,"16.84","45","42.58",10,871.666666666667,"0","42.03","37.76",0,1550,"0","19.31","19.29",712,1291
"09-02-2024;15:40:00.000",186.865,386.98,2895.589,"16.66","49.18","45.45",10,877.333333333333,"16.06","47.39","45.82",0,1560,"0","19.21","19.23",712,1291
"09-02-2024;15:50:00.000",188.044,389.85,2895.589,"0","45.62","45.49",10,883,"0","46.06","46.23",0,1570,"0","19.19","19.21",712,1291
"09-02-2024;16:00:00.000",188.044,389.85,2895.589,"0","44.52","45.3",10,883,"0","44.81","43.7",0,1570,"0","19.18","19.17",712,1291
"09-02-2024;16:10:00.000",188.044,389.85,2895.589,"0","43.26","44.97",10,883,"0","44.04","41.55",0,1570,"0","19.15","19.13",712,1291
"09-02-2024;16:20:00.000",188.044,389.85,2895.589,"0","42.33","44.53",10,883,"0","42.9","39.89",0,1570,"0","19.14","19.09",712,1291
"09-02-2024;16:30:00.000",188.044,389.85,2895.589,"0","41.59","44",10,883,"0","42.33","38.55",0,1570,"0","19.1","19.04",712,1291
"09-02-2024;16:40:00.000",189.8365,389.85,2895.589,"16.8","45.94","42.82",10,891.5,"0","41.66","37.39",0,1570,"0","19.06","18.98",712,1291
"09-02-2024;16:50:00.000",191.629,395.87,2895.589,"16.64","49.65","46.57",10,900,"16.06","46.76","46.61",0,1600,"0","19.01","18.95",712,1291
"09-02-2024;17:00:00.000",191.631,395.87,2895.589,"0","45.06","45.23",10,900,"0","45.66","45.67",0,1600,"0","18.91","18.86",712,1291
"09-02-2024;17:10:00.000",191.631,395.87,2895.589,"0","43.56","44.97",10,900,"0","44.31","42.89",0,1600,"0","18.81","18.76",712,1291
"09-02-2024;17:20:00.000",191.631,395.87,2895.589,"0","42.52","44.41",10,900,"0","43.4","41.01",0,1600,"0","18.75","18.68",712,1291
"09-02-2024;17:30:00.000",191.631,395.87,2895.589,"0","41.6","43.92",10,900,"0","42.62","39.27",0,1600,"0","18.7","18.6",712,1291
"09-02-2024;17:40:00.000",191.84,395.87,2895.589,"16.74","43.97","42.4",10,906,"0","41.96","38.04",0,1600,"0","18.63","18.51",712,1291
"09-02-2024;17:50:00.000",193.549,395.88,2895.589,"16.82","47.35","43.77",10,912,"15.96","43.17","43.54",0,1600,"0","18.58","18.46",712,1291
"09-02-2024;18:00:00.000",195.258,402.02,2895.589,"0","45.96","45.62",10,918,"0","46.31","46.46",0,1630,"0","18.49","18.35",712,1291
"09-02-2024;18:10:00.000",195.258,402.02,2895.589,"0","44.58","45.53",10,918,"0","45.33","44.69",0,1630,"0","18.46","18.31",712,1291
"09-02-2024;18:20:00.000",195.258,402.02,2895.589,"0","43.39","45.08",10,918,"0","44.25","42.47",0,1630,"0","18.4","18.23",712,1291
"09-02-2024;18:30:00.000",195.258,402.02,2895.589,"0","42.53","44.59",10,918,"0","43.26","40.55",0,1630,"0","18.33","18.16",712,1291
"09-02-2024;18:40:00.000",195.258,402.02,2895.589,"0","41.7","44.06",10,918,"0","42.52","39.1",0,1630,"0","18.28","18.09",712,1291
"09-02-2024;18:50:00.000",196.449333333333,402.02,2895.589,"16.91","44.65","42.55",10,923.333333333333,"0","41.84","37.94",0,1630,"0","18.22","18",712,1291
"09-02-2024;19:00:00.000",197.640666666667,405.02,2895.589,"16.69","48.83","45.18",10,928.666666666667,"16.15","46.76","45.25",0,1630,"0","18.1","17.93",712,1291
"09-02-2024;19:10:00.000",198.832,408.02,2895.589,"0","45.67","45.5",10,934,"0","46.5","46.46",0,1650,"0","17.98","17.77",712,1291
"09-02-2024;19:20:00.000",198.832,408.02,2895.589,"0","44.45","45.44",10,934,"0","45.4","44.21",0,1650,"0","17.86","17.6",712,1291
"09-02-2024;19:30:00.000",198.832,408.02,2895.589,"0","43.38","44.99",10,934,"0","44.16","41.95",0,1650,"0","17.73","17.39",712,1291
"09-02-2024;19:40:00.000",198.832,408.02,2895.589,"0","42.37","44.5",10,934,"0","43.14","40.23",0,1650,"0","17.63","17.15",712,1291
"09-02-2024;19:50:00.000",198.832,408.02,2895.589,"0","41.66","43.97",10,934,"0","42.34","38.77",0,1650,"0","17.55","16.92",712,1291
"09-02-2024;20:00:00.000",200.608,408.02,2895.589,"16.81","45.67","42.77",10,939.666666666667,"0","41.94","37.76",0,1650,"0","17.45","16.71",712,1291
"09-02-2024;20:10:00.000",202.384,414.07,2895.589,"16.66","49.58","46.46",10,945.333333333333,"16.2","46.73","46.48",0,1680,"0","17.4","16.5",712,1291
