"Date","EE_BC1","EE_BC2","EE_BC3","Q_BC1","T_SAL_BC1","T_ENT_BC1","ET_BC1_Frio","ET_BC1_Calor","Q_BC2","T_SAL_BC2","T_ENT_BC2","ET_BC2_Frio","ET_BC2_Calor","Q_BC3","T_SAL_BC3","T_ENT_BC3","ET_BC3_Frio","ET_BC3_Calor"
"09-03-2024;22:00:00.000",2117.545,7871.83,2903.068,"0","19.22","20.49",13,9675,"0","20.28","16.01",10,31590,"0","14.18","14.91",712,1291
"09-03-2024;22:10:00.000",2117.545,7871.83,2903.072,"0","19.12","20.28",13,9675,"0","20.03","15.88",10,31590,"0","14.18","14.92",712,1291
"09-03-2024;22:20:00.000",2117.554,7884.31666666667,2903.076,"16.98","31.34","32.09",14,9675,"16.23","38.46","35.19",10,31646.6666666667,"0","14.16","14.91",712,1291
"09-03-2024;22:30:00.000",2119.124,7896.80333333333,2903.08,"16.75","50.81","48.6",14,9678.5,"16.13","52","48.52",10,31703.3333333333,"0","14.16","14.89",712,1291
"09-03-2024;22:40:00.000",2119.135,7909.29,2903.084,"0","48.66","49.75",14,9682,"0","49.45","49.55",10,31760,"0","14.16","14.87",712,1291
"09-03-2024;22:50:00.000",2119.135,7909.29,2903.088,"0","46.9","49.18",14,9682,"0","47.59","46.77",10,31760,"0","14.13","14.82",712,1291
"09-03-2024;23:00:00.000",2119.135,7909.29,2903.092,"0","45.52","48.43",14,9682,"0","46.2","44.34",10,31760,"0","14.1","14.82",712,1291
"09-03-2024;23:10:00.000",2119.135,7909.29,2903.096,"0","44.5","47.77",14,9682,"0","45.21","42.23",10,31760,"0","14.09","14.79",712,1291
"09-03-2024;23:20:00.000",2119.135,7909.29,2903.1,"0","43.53","47.08",14,9682,"0","44.22","40.69",10,31760,"0","14.08","14.77",712,1291
"09-03-2024;23:30:00.000",2119.135,7909.29,2903.105,"0","42.5","46.41",14,9682,"0","43.28","39.36",10,31760,"0","14.01","14.73",712,1291
"09-03-2024;23:40:00.000",2119.135,7909.29,2903.109,"0","41.51","45.77",14,9682,"0","42.15","37.93",10,31760,"0","13.99","14.69",712,1291
"09-03-2024;23:50:00.000",2119.135,7909.29,2903.113,"0","40.53","45.03",14,9682,"0","41.43","36.81",10,31760,"0","13.95","14.65",712,1291
"10-03-2024;00:00:00.000",2119.135,7909.29,2903.117,"0","39.56","44.37",14,9682,"0","40.6","35.76",10,31760,"0","13.9","14.6",712,1291
"10-03-2024;00:00:01.000",2119.135,7909.29,2903.119,"undefined","undefined","undefined",14,9682,"undefined","undefined","undefined",10,31760,"undefined","undefined","undefined",712,1291
"10-03-2024;00:10:00.000",2119.135,7909.29,2903.121,"0","38.8","43.69",14,9682,"0","39.61","34.69",10,31760,"0","13.87","14.54",712,1291
"10-03-2024;00:20:00.000",2119.135,7909.29,2903.125,"0","38.06","43.02",14,9682,"0","38.8","33.65",10,31760,"0","13.84","14.51",712,1291
"10-03-2024;00:30:00.000",2119.135,7909.29,2903.13,"0","37.17","42.26",14,9682,"0","38.06","32.63",10,31760,"0","13.78","14.46",712,1291
"10-03-2024;00:40:00.000",2119.135,7909.29,2903.134,"0","36.54","41.48",14,9682,"0","37.4","31.88",10,31760,"0","13.74","14.43",712,1291
"10-03-2024;00:50:00.000",2119.135,7909.29,2903.138,"0","35.84","40.69",14,9682,"0","36.7","31",10,31760,"0","13.66","14.38",712,1291
"10-03-2024;01:00:00.000",2119.135,7909.29,2903.142,"0","35.17","40.07",14,9682,"0","35.95","30.2",10,31760,"0","13.62","14.34",712,1291
"10-03-2024;01:10:00.000",2119.135,7909.29,2903.146,"0","34.4","39.34",14,9682,"0","35.35","29.5",10,31760,"0","13.62","14.3",712,1291
"10-03-2024;01:20:00.000",2119.135,7909.29,2903.15,"0","33.74","38.61",14,9682,"0","34.61","28.7",10,31760,"0","13.57","14.26",712,1291
"10-03-2024;01:30:00.000",2119.135,7909.29,2903.154,"0","33.17","38",14,9682,"0","34.01","28.02",10,31760,"0","13.53","14.22",712,1291
"10-03-2024;01:40:00.000",2119.135,7909.29,2903.159,"0","32.48","37.3",14,9682,"0","33.41","27.37",10,31760,"0","13.49","14.19",712,1291
"10-03-2024;01:50:00.000",2119.135,7909.29,2903.163,"0","31.99","36.6",14,9682,"0","32.81","26.64",10,31760,"0","13.46","14.13",712,1291
"10-03-2024;02:00:00.000",2119.135,7909.29,2903.167,"0","31.35","36",14,9682,"0","32.26","26.07",10,31760,"0","13.44","14.08",712,1291
"10-03-2024;02:10:00.000",2119.135,7909.29,2903.171,"0","30.88","35.34",14,9682,"0","31.69","25.46",10,31760,"0","13.44","14.06",712,1291
"10-03-2024;02:20:00.000",2119.135,7909.29,2903.175,"0","30.28","34.76",14,9682,"0","31.24","24.91",10,31760,"0","13.4","14.01",712,1291
"10-03-2024;02:30:00.000",2119.135,7909.29,2903.18,"0","29.85","34.2",14,9682,"0","30.65","24.39",10,31760,"0","13.38","13.97",712,1291
"10-03-2024;02:40:00.000",2119.135,7909.29,2903.184,"0","29.27","33.58",14,9682,"0","30.2","23.85",10,31760,"0","13.39","13.94",712,1291
"10-03-2024;02:50:00.000",2119.135,7909.29,2903.188,"0","28.87","33.03",14,9682,"0","29.78","23.4",10,31760,"0","13.35","13.93",712,1291
"10-03-2024;03:00:00.000",2119.135,7909.29,2903.192,"0","28.41","32.5",14,9682,"0","29.35","22.87",10,31760,"0","13.32","13.89",712,1291
"10-03-2024;03:10:00.000",2119.135,7909.29,2903.196,"0","27.83","31.87",14,9682,"0","28.8","22.41",10,31760,"0","13.28","13.88",712,1291
"10-03-2024;03:20:00.000",2119.135,7909.29,2903.201,"0","27.3","31.32",14,9682,"0","28.4","21.99",10,31760,"0","13.23","13.82",712,1291
"10-03-2024;03:30:00.000",2119.135,7909.29,2903.205,"0","26.82","30.75",14,9682,"0","27.8","21.5",10,31760,"0","13.2","13.81",712,1291
"10-03-2024;03:40:00.000",2119.135,7909.29,2903.209,"0","26.36","30.25",14,9682,"0","27.31","21.07",10,31760,"0","13.15","13.76",712,1291
"10-03-2024;03:50:00.000",2119.135,7909.29,2903.213,"0","25.93","29.77",14,9682,"0","26.9","20.68",10,31760,"0","13.13","13.73",712,1291
"10-03-2024;04:00:00.000",2119.135,7909.29,2903.217,"0","25.47","29.26",14,9682,"0","26.5","20.27",10,31760,"0","13.13","13.71",712,1291
"10-03-2024;04:10:00.000",2119.135,7909.29,2903.221,"0","25.09","28.78",14,9682,"0","26.13","19.92",10,31760,"0","13.1","13.68",712,1291
"10-03-2024;04:20:00.000",2119.135,7909.29,2903.225,"0","24.88","28.37",14,9682,"0","25.75","19.56",10,31760,"0","13.08","13.67",712,1291
"10-03-2024;04:30:00.000",2119.135,7909.29,2903.23,"0","24.53","27.88",14,9682,"0","25.51","19.27",10,31760,"0","13.06","13.63",712,1291
"10-03-2024;04:40:00.000",2119.135,7909.29,2903.234,"0","24.18","27.47",14,9682,"0","25.16","18.99",10,31760,"0","13.05","13.6",712,1291
"10-03-2024;04:50:00.000",2119.135,7909.29,2903.238,"0","23.85","26.99",14,9682,"0","24.86","18.69",10,31760,"0","13.01","13.59",712,1291
"10-03-2024;05:00:00.000",2119.135,7909.29,2903.242,"0","23.6","26.64",14,9682,"0","24.41","18.41",10,31760,"0","12.99","13.56",712,1291
"10-03-2024;05:10:00.000",2119.135,7909.29,2903.246,"0","23.27","26.23",14,9682,"0","24.14","18.14",10,31760,"0","12.97","13.54",712,1291
"10-03-2024;05:20:00.000",2119.135,7909.29,2903.25,"0","22.86","25.81",14,9682,"0","23.82","17.87",10,31760,"0","12.93","13.51",712,1291
"10-03-2024;05:30:00.000",2119.135,7909.29,2903.255,"0","22.5","25.46",14,9682,"0","23.42","17.61",10,31760,"0","12.92","13.51",712,1291
"10-03-2024;05:40:00.000",2119.135,7909.29,2903.259,"0","22.28","25.1",14,9682,"0","23.07","17.33",10,31760,"0","12.92","13.49",712,1291
"10-03-2024;05:50:00.000",2119.135,7909.29,2903.263,"0","21.85","24.68",14,9682,"0","22.77","17.09",10,31760,"0","12.91","13.46",712,1291
"10-03-2024;06:00:00.000",2119.135,7909.29,2903.267,"0","21.64","24.37",14,9682,"0","22.55","16.9",10,31760,"0","12.9","13.47",712,1291
"10-03-2024;06:10:00.000",2119.135,7909.29,2903.271,"0","21.4","24.02",14,9682,"0","22.27","16.66",10,31760,"0","12.9","13.43",712,1291
"10-03-2024;06:20:00.000",2119.135,7909.29,2903.276,"0","21.12","23.7",14,9682,"0","22","16.49",10,31760,"0","12.93","13.44",712,1291
"10-03-2024;06:30:00.000",2119.135,7909.29,2903.28,"0","20.96","23.41",14,9682,"0","21.79","16.32",10,31760,"0","12.96","13.42",712,1291
"10-03-2024;06:40:00.000",2119.135,7909.29,2903.284,"0","20.74","23.1",14,9682,"0","21.58","16.13",10,31760,"0","12.99","13.39",712,1291
"10-03-2024;06:50:00.000",2119.135,7909.29,2903.288,"0","20.51","22.81",14,9682,"0","21.36","15.98",10,31760,"0","13.01","13.38",712,1291
"10-03-2024;07:00:00.000",2119.135,7909.29,2903.292,"0","20.34","22.56",14,9682,"0","21.13","15.86",10,31760,"0","13.03","13.39",712,1291
"10-03-2024;07:10:00.000",2119.135,7909.29,2903.296,"0","20.16","22.25",14,9682,"0","21.01","15.72",10,31760,"0","13.02","13.36",712,1291
"10-03-2024;07:20:00.000",2119.135,7909.29,2903.3,"0","19.98","22.01",14,9682,"0","20.77","15.58",10,31760,"0","13.06","13.37",712,1291
"10-03-2024;07:30:00.000",2119.135,7909.29,2903.304,"0","19.82","21.73",14,9682,"0","20.62","15.48",10,31760,"0","13.05","13.37",712,1291
"10-03-2024;07:40:00.000",2119.135,7909.29,2903.309,"0","19.67","21.53",14,9682,"0","20.49","15.39",10,31760,"0","13.08","13.35",712,1291
"10-03-2024;07:50:00.000",2119.135,7909.29,2903.313,"0","19.46","21.27",14,9682,"0","20.28","15.29",10,31760,"0","13.12","13.34",712,1291
"10-03-2024;08:00:00.000",2119.135,7909.29,2903.317,"0","19.37","21.06",14,9682,"0","20.12","15.21",10,31760,"0","12.8","13.32",712,1291
"10-03-2024;08:10:00.000",2119.135,7909.29,2903.321,"0","19.21","20.84",14,9682,"0","20.02","15.12",10,31760,"0","12.5","13.32",712,1291
"10-03-2024;08:20:00.000",2119.135,7909.29,2903.325,"0","19.14","20.67",14,9682,"0","19.82","15.03",10,31760,"0","12.47","13.29",712,1291
"10-03-2024;08:30:00.000",2119.135,7909.29,2903.329,"0","19.03","20.46",14,9682,"0","19.7","14.95",10,31760,"0","12.47","13.23",712,1291
"10-03-2024;08:40:00.000",2119.135,7909.29,2903.334,"0","18.88","20.26",14,9682,"0","19.56","14.85",10,31760,"0","12.58","13.24",712,1291
"10-03-2024;08:50:00.000",2119.135,7921.86,2903.338,"17.2","25.6","29.29",14,9682,"16.05","37.99","35.27",10,31816.6666666667,"0","12.66","13.2",712,1291
"10-03-2024;09:00:00.000",2120.623,7934.43,2903.342,"16.75","49.76","47.29",14,9685,"16.1","52.01","48.34",10,31873.3333333333,"0","12.73","13.18",712,1291
"10-03-2024;09:10:00.000",2120.721,7947,2903.346,"0","48.8","49.53",14,9688,"0","49.69","49.77",10,31930,"0","12.79","13.17",712,1291
"10-03-2024;09:20:00.000",2120.721,7947,2903.35,"0","47.06","48.9",14,9688,"0","47.96","46.99",10,31930,"0","12.86","13.13",712,1291
"10-03-2024;09:30:00.000",2120.721,7947,2903.354,"0","45.7","48.27",14,9688,"0","46.66","44.74",10,31930,"0","12.94","13.14",712,1291
"10-03-2024;09:40:00.000",2120.721,7947,2903.358,"0","44.9","47.67",14,9688,"0","45.47","42.66",10,31930,"0","12.98","13.13",712,1291
"10-03-2024;09:50:00.000",2120.721,7947,2903.362,"0","43.95","47.09",14,9688,"0","44.79","41.21",10,31930,"0","13.07","13.16",712,1291
"10-03-2024;10:00:00.000",2120.721,7947,2903.367,"0","43.06","46.48",14,9688,"0","43.98","40.01",10,31930,"0","13.13","13.19",712,1291
"10-03-2024;10:10:00.000",2120.721,7947,2903.371,"0","42.39","46.01",14,9688,"0","43.07","38.83",10,31930,"0","13.28","13.23",712,1291
"10-03-2024;10:20:00.000",2120.721,7947,2903.375,"0","41.54","45.43",14,9688,"0","42.35","37.89",10,31930,"0","13.37","13.31",712,1291
"10-03-2024;10:30:00.000",2120.721,7947,2903.379,"0","40.88","44.92",14,9688,"0","41.64","37",10,31930,"0","13.36","13.36",712,1291
"10-03-2024;10:40:00.000",2120.721,7947,2903.384,"0","40.09","44.35",14,9688,"0","40.87","36.06",10,31930,"0","13.41","13.46",712,1291
"10-03-2024;10:50:00.000",2120.721,7947,2903.388,"0","39.39","43.75",14,9688,"0","40.16","35.25",10,31930,"0","13.52","13.56",712,1291
"10-03-2024;11:00:00.000",2120.721,7947,2903.392,"0","38.69","43.18",14,9688,"0","39.5","34.43",10,31930,"0","13.65","13.7",712,1291
"10-03-2024;11:10:00.000",2120.721,7947,2903.396,"0","38.08","42.63",14,9688,"0","38.78","33.61",10,31930,"0","13.8","13.85",712,1291
"10-03-2024;11:20:00.000",2120.721,7947,2903.401,"0","37.4","41.99",14,9688,"0","38.17","32.88",10,31930,"0","13.73","13.98",712,1291
"10-03-2024;11:30:00.000",2120.721,7947,2903.405,"0","36.7","41.41",14,9688,"0","37.36","32.03",10,31930,"0","13.56","14.1",712,1291
"10-03-2024;11:40:00.000",2120.721,7947,2903.409,"0","36.11","40.66",14,9688,"0","37","31.33",10,31930,"0","13.55","14.2",712,1291
"10-03-2024;11:50:00.000",2120.721,7947,2903.413,"0","35.61","40.07",14,9688,"0","36.6","30.72",10,31930,"0","13.68","14.29",712,1291
"10-03-2024;12:00:00.000",2120.721,7947,2903.418,"0","35.07","39.53",14,9688,"0","36.25","30.08",10,31930,"0","13.81","14.37",712,1291
"10-03-2024;12:10:00.000",2120.721,7947,2903.422,"0","34.63","38.94",14,9688,"0","35.93","29.58",10,31930,"0","14.72","14.43",712,1291
"10-03-2024;12:20:00.000",2120.721,7947,2903.426,"0","34.13","38.47",14,9688,"0","35.52","29.09",10,31930,"0","15.01","14.54",712,1291
"10-03-2024;12:30:00.000",2120.721,7947,2903.43,"0","33.61","37.88",14,9688,"0","35.02","28.66",10,31930,"0","14.95","14.78",712,1291
"10-03-2024;12:40:00.000",2120.721,7947,2903.434,"0","33.1","37.34",14,9688,"0","34.47","28.17",10,31930,"0","14.41","14.99",712,1291
"10-03-2024;12:50:00.000",2120.721,7947,2903.438,"0","32.55","36.82",14,9688,"0","33.71","27.56",10,31930,"0","14.24","15.16",712,1291
"10-03-2024;13:00:00.000",2120.721,7947,2903.443,"0","32.04","36.26",14,9688,"0","33.1","27.02",10,31930,"0","14.25","15.27",712,1291
"10-03-2024;13:10:00.000",2120.721,7947,2903.447,"0","31.51","35.73",14,9688,"0","32.6","26.48",10,31930,"0","14.24","15.3",712,1291
"10-03-2024;13:20:00.000",2120.721,7947,2903.451,"0","31.02","35.21",14,9688,"0","31.99","25.89",10,31930,"0","14.12","15.31",712,1291
"10-03-2024;13:30:00.000",2120.721,7947,2903.455,"0","30.56","34.66",14,9688,"0","31.58","25.36",10,31930,"0","14.04","15.31",712,1291
"10-03-2024;13:40:00.000",2120.721,7947,2903.46,"0","30.12","34.16",14,9688,"0","30.99","24.78",10,31930,"0","13.97","15.27",712,1291
"10-03-2024;13:50:00.000",2120.721,7947,2903.464,"0","29.71","33.67",14,9688,"0","30.52","24.32",10,31930,"0","14.07","15.22",712,1291
"10-03-2024;14:00:00.000",2120.721,7947,2903.468,"0","29.23","33.15",14,9688,"0","30.18","23.87",10,31930,"0","14.23","15.18",712,1291
"10-03-2024;14:10:00.000",2120.721,7947,2903.472,"0","28.97","32.66",14,9688,"0","29.78","23.4",10,31930,"0","14.23","15.14",712,1291
"10-03-2024;14:20:00.000",2120.721,7947,2903.476,"0","28.5","32.23",14,9688,"0","29.52","23.07",10,31930,"0","14.6","15.11",712,1291
"10-03-2024;14:30:00.000",2120.721,7947,2903.481,"0","28.31","31.81",14,9688,"0","29.3","22.78",10,31930,"0","14.6","15.1",712,1291
"10-03-2024;14:40:00.000",2120.721,7947,2903.485,"0","28.03","31.37",14,9688,"0","28.89","22.46",10,31930,"0","14.52","15.1",712,1291
"10-03-2024;14:50:00.000",2120.721,7947,2903.489,"0","27.64","30.92",14,9688,"0","28.53","22.18",10,31930,"0","14.5","15.11",712,1291
"10-03-2024;15:00:00.000",2120.721,7947,2903.493,"0","27.32","30.53",14,9688,"0","28.22","21.87",10,31930,"0","14.48","15.18",712,1291
"10-03-2024;15:10:00.000",2120.721,7947,2903.498,"0","27","30.12",14,9688,"0","27.87","21.56",10,31930,"0","14.56","15.22",712,1291
"10-03-2024;15:20:00.000",2120.721,7947,2903.502,"0","26.63","29.69",14,9688,"0","27.56","21.29",10,31930,"0","14.29","15.25",712,1291
"10-03-2024;15:30:00.000",2120.721,7947,2903.506,"0","26.3","29.32",14,9688,"0","27.17","20.98",10,31930,"0","14.12","15.27",712,1291
"10-03-2024;15:40:00.000",2120.721,7947,2903.51,"0","25.97","28.93",14,9688,"0","26.84","20.7",10,31930,"0","14.07","15.25",712,1291
"10-03-2024;15:50:00.000",2120.721,7947,2903.514,"0","25.71","28.55",14,9688,"0","26.57","20.44",10,31930,"0","14.09","15.23",712,1291
"10-03-2024;16:00:00.000",2120.721,7947,2903.518,"0","25.49","28.24",14,9688,"0","26.27","20.17",10,31930,"0","14.62","15.19",712,1291
"10-03-2024;16:10:00.000",2120.721,7947,2903.523,"0","25.25","27.85",14,9688,"0","26.04","19.94",10,31930,"0","14.68","15.17",712,1291
"10-03-2024;16:20:00.000",2120.721,7947,2903.527,"0","24.97","27.52",14,9688,"0","25.76","19.74",10,31930,"0","14.49","15.18",712,1291
"10-03-2024;16:30:00.000",2120.721,7947,2903.531,"0","24.73","27.18",14,9688,"0","25.52","19.49",10,31930,"0","13.83","15.16",712,1291
"10-03-2024;16:40:00.000",2120.721,7947,2903.535,"0","24.4","26.83",14,9688,"0","25.21","19.27",10,31930,"0","13.59","15.09",712,1291
"10-03-2024;16:50:00.000",2120.721,7947,2903.539,"0","24.15","26.53",14,9688,"0","24.92","19.02",10,31930,"0","13.47","14.94",712,1291
"10-03-2024;17:00:00.000",2120.721,7947,2903.543,"0","23.91","26.16",14,9688,"0","24.61","18.79",10,31930,"0","13.39","14.88",712,1291
"10-03-2024;17:10:00.000",2120.721,7947,2903.547,"0","23.61","25.84",14,9688,"0","24.34","18.58",10,31930,"0","13.29","14.73",712,1291
"10-03-2024;17:20:00.000",2120.721,7947,2903.552,"0","23.33","25.54",14,9688,"0","24.02","18.34",10,31930,"0","13.2","14.53",712,1291
"10-03-2024;17:30:00.000",2120.721,7947,2903.556,"0","23.03","25.19",14,9688,"0","23.75","18.11",10,31930,"0","13.19","14.36",712,1291
"10-03-2024;17:40:00.000",2120.721,7947,2903.56,"0","22.82","24.93",14,9688,"0","23.53","17.9",10,31930,"0","13.29","14.26",712,1291
"10-03-2024;17:50:00.000",2120.721,7947,2903.564,"0","22.63","24.64",14,9688,"0","23.25","17.71",10,31930,"0","13.14","14.2",712,1291
"10-03-2024;18:00:00.000",2120.721,7947,2903.568,"0","22.4","24.32",14,9688,"0","23.07","17.52",10,31930,"0","13.05","14.1",712,1291
"10-03-2024;18:10:00.000",2120.721,7947,2903.572,"0","22.16","24.05",14,9688,"0","22.77","17.27",10,31930,"0","12.98","13.97",712,1291
"10-03-2024;18:20:00.000",2120.721,7947,2903.577,"0","21.88","23.73",14,9688,"0","22.53","17.1",10,31930,"0","12.88","13.83",712,1291
"10-03-2024;18:30:00.000",2120.721,7947,2903.581,"0","21.64","23.47",14,9688,"0","22.29","16.92",10,31930,"0","12.8","13.71",712,1291
"10-03-2024;18:40:00.000",2120.721,7947,2903.585,"0","21.48","23.24",14,9688,"0","22.06","16.73",10,31930,"0","12.75","13.62",712,1291
"10-03-2024;18:50:00.000",2120.721,7947,2903.589,"0","21.22","22.95",14,9688,"0","21.85","16.58",10,31930,"0","12.74","13.55",712,1291
"10-03-2024;19:00:00.000",2120.721,7947,2903.593,"0","21.05","22.71",14,9688,"0","21.62","16.4",10,31930,"0","12.69","13.49",712,1291
"10-03-2024;19:10:00.000",2120.721,7947,2903.597,"0","20.9","22.46",14,9688,"0","21.42","16.28",10,31930,"0","12.62","13.43",712,1291
"10-03-2024;19:20:00.000",2120.721,7947,2903.601,"0","20.71","22.2",14,9688,"0","21.26","16.15",10,31930,"0","12.56","13.38",712,1291
"10-03-2024;19:30:00.000",2120.721,7947,2903.606,"0","20.57","21.98",14,9688,"0","21.08","15.97",10,31930,"0","12.46","13.33",712,1291
"10-03-2024;19:40:00.000",2120.721,7947,2903.61,"0","20.38","21.75",14,9688,"0","20.89","15.83",10,31930,"0","12.3","13.25",712,1291
"10-03-2024;19:50:00.000",2120.721,7947,2903.614,"0","20.2","21.53",14,9688,"0","20.67","15.71",10,31930,"0","12.26","13.16",712,1291
"10-03-2024;20:00:00.000",2120.721,7947,2903.618,"0","20.06","21.33",14,9688,"0","20.51","15.56",10,31930,"0","12.21","13.08",712,1291
"10-03-2024;20:10:00.000",2120.721,7947,2903.622,"0","19.87","21.07",14,9688,"0","20.34","15.44",10,31930,"0","12.05","13.03",712,1291
"10-03-2024;20:20:00.000",2120.721,7947,2903.626,"0","19.75","20.88",14,9688,"0","20.15","15.31",10,31930,"0","11.92","12.95",712,1291
"10-03-2024;20:30:00.000",2120.721,7947,2903.63,"0","19.51","20.64",14,9688,"0","20.04","15.21",10,31930,"0","11.83","12.86",712,1291
"10-03-2024;20:40:00.000",2120.721,7947,2903.634,"0","19.41","20.47",14,9688,"0","19.85","15.09",10,31930,"0","11.81","12.77",712,1291
"10-03-2024;20:50:00.000",2120.721,7947,2903.638,"0","19.24","20.28",14,9688,"0","19.67","14.96",10,31930,"0","11.71","12.69",712,1291
"10-03-2024;21:00:00.000",2120.721,7947,2903.643,"0","19.06","20.09",14,9688,"0","19.53","14.84",10,31930,"0","11.61","12.63",712,1291
"10-03-2024;21:10:00.000",2120.721,7959.65666666667,2903.647,"0","19.01","19.9",14,9688,"16.17","35.64","33.48",10,31990,"0","11.54","12.58",712,1291
"10-03-2024;21:20:00.000",2121.517,7972.31333333333,2903.651,"16.81","45.2","42.79",14,9691.5,"16.12","47.52","43.56",10,32050,"0","11.52","12.54",712,1291
"10-03-2024;21:30:00.000",2122.313,7984.97,2903.655,"0","49.74","50.06",14,9695,"0","50.26","50.09",10,32110,"0","11.47","12.51",712,1291
"10-03-2024;21:40:00.000",2122.313,7984.97,2903.659,"0","47.81","49.61",14,9695,"0","48.26","47.64",10,32110,"0","11.46","12.47",712,1291
"10-03-2024;21:50:00.000",2122.313,7984.97,2903.663,"0","46.28","48.92",14,9695,"0","47.09","45.2",10,32110,"0","11.37","12.45",712,1291
"10-03-2024;22:00:00.000",2122.313,7984.97,2903.668,"0","45.33","48.3",14,9695,"0","45.8","42.85",10,32110,"0","11.22","12.4",712,1291
"10-03-2024;22:10:00.000",2122.313,7984.97,2903.672,"0","44.39","47.71",14,9695,"0","44.8","41.19",10,32110,"0","11.16","12.37",712,1291
"10-03-2024;22:20:00.000",2122.313,7984.97,2903.676,"0","43.41","47.05",14,9695,"0","43.86","39.78",10,32110,"0","11.09","12.3",712,1291
"10-03-2024;22:30:00.000",2122.313,7984.97,2903.68,"0","42.5","46.42",14,9695,"0","42.96","38.38",10,32110,"0","11.06","12.29",712,1291
"10-03-2024;22:40:00.000",2122.313,7984.97,2903.684,"0","41.52","45.74",14,9695,"0","42","37.19",10,32110,"0","10.88","12.24",712,1291
"10-03-2024;22:50:00.000",2122.313,7984.97,2903.688,"0","40.52","45.1",14,9695,"0","41.11","36.02",10,32110,"0","10.78","12.17",712,1291
"10-03-2024;23:00:00.000",2122.313,7984.97,2903.692,"0","39.67","44.46",14,9695,"0","40.07","34.8",10,32110,"0","10.72","12.1",712,1291
"10-03-2024;23:10:00.000",2122.313,7984.97,2903.696,"0","38.87","43.74",14,9695,"0","39.26","33.85",10,32110,"0","10.71","12.07",712,1291
"10-03-2024;23:20:00.000",2122.313,7984.97,2903.701,"0","38.23","43.11",14,9695,"0","38.49","32.81",10,32110,"0","10.7","12.02",712,1291
"10-03-2024;23:30:00.000",2122.313,7984.97,2903.705,"0","37.48","42.37",14,9695,"0","37.85","32.03",10,32110,"0","10.7","12.01",712,1291
"10-03-2024;23:40:00.000",2122.313,7984.97,2903.709,"0","36.82","41.63",14,9695,"0","37.18","31.26",10,32110,"0","10.77","11.99",712,1291
"10-03-2024;23:50:00.000",2122.313,7984.97,2903.713,"0","36.33","41.05",14,9695,"0","36.51","30.47",10,32110,"0","10.83","11.97",712,1291
"11-03-2024;00:00:00.000",2122.313,7984.97,2903.717,"0","35.58","40.35",14,9695,"0","36","29.82",10,32110,"0","10.81","11.95",712,1291
"11-03-2024;00:00:01.000",2122.313,7984.97,2903.7195,"undefined","undefined","undefined",14,9695,"undefined","undefined","undefined",10,32110,"undefined","undefined","undefined",712,1291
"11-03-2024;00:10:00.000",2122.313,7984.97,2903.722,"0","35.06","39.79",14,9695,"0","35.49","29.2",10,32110,"0","10.82","11.95",712,1291
"11-03-2024;00:20:00.000",2122.313,7984.97,2903.726,"0","34.45","39.18",14,9695,"0","34.75","28.46",10,32110,"0","10.7","11.96",712,1291
"11-03-2024;00:30:00.000",2122.313,7984.97,2903.73,"0","33.85","38.5",14,9695,"0","34.3","27.79",10,32110,"0","10.51","11.93",712,1291
"11-03-2024;00:40:00.000",2122.313,7984.97,2903.734,"0","33.12","37.91",14,9695,"0","33.58","27.11",10,32110,"0","10.44","11.86",712,1291
"11-03-2024;00:50:00.000",2122.313,7984.97,2903.738,"0","32.6","37.25",14,9695,"0","32.94","26.42",10,32110,"0","10.4","11.84",712,1291
"11-03-2024;01:00:00.000",2122.313,7984.97,2903.742,"0","32.05","36.64",14,9695,"0","32.4","25.81",10,32110,"0","10.35","11.81",712,1291
"11-03-2024;01:10:00.000",2122.313,7984.97,2903.746,"0","31.57","36.1",14,9695,"0","31.85","25.26",10,32110,"0","10.43","11.77",712,1291
"11-03-2024;01:20:00.000",2122.313,7984.97,2903.751,"0","31.05","35.47",14,9695,"0","31.4","24.66",10,32110,"0","10.52","11.79",712,1291
"11-03-2024;01:30:00.000",2122.313,7984.97,2903.755,"0","30.61","34.92",14,9695,"0","30.94","24.18",10,32110,"0","10.56","11.78",712,1291
"11-03-2024;01:40:00.000",2122.313,7984.97,2903.759,"0","30.17","34.32",14,9695,"0","30.46","23.66",10,32110,"0","10.61","11.77",712,1291
"11-03-2024;01:50:00.000",2122.313,7984.97,2903.763,"0","29.69","33.82",14,9695,"0","30.09","23.23",10,32110,"0","10.58","11.79",712,1291
"11-03-2024;02:00:00.000",2122.313,7984.97,2903.767,"0","29.3","33.31",14,9695,"0","29.6","22.81",10,32110,"0","10.62","11.77",712,1291
"11-03-2024;02:10:00.000",2122.313,7984.97,2903.772,"0","28.86","32.74",14,9695,"0","29.26","22.36",10,32110,"0","10.58","11.76",712,1291
"11-03-2024;02:20:00.000",2122.313,7984.97,2903.776,"0","28.51","32.26",14,9695,"0","28.9","21.99",10,32110,"0","10.59","11.75",712,1291
"11-03-2024;02:30:00.000",2122.313,7984.97,2903.78,"0","28.19","31.81",14,9695,"0","28.52","21.61",10,32110,"0","10.6","11.74",712,1291
"11-03-2024;02:40:00.000",2122.313,7984.97,2903.784,"0","27.76","31.27",14,9695,"0","28.13","21.23",10,32110,"0","10.59","11.76",712,1291
"11-03-2024;02:50:00.000",2122.313,7984.97,2903.788,"0","27.36","30.78",14,9695,"0","27.73","20.88",10,32110,"0","10.46","11.74",712,1291
